Result at Iteration 0: AAPL_x,AAPL_y
2014-01-02,77.44539475
2014-01-03,77.04557544
2014-01-06,74.89697204
2014-01-07,75.856461
2014-01-08,75.09194679
2014-01-09,76.20263178
2014-01-10,75.2301837
2014-01-13,73.84891755
2014-01-14,75.0113527
2014-01-15,77.14481412
2014-01-16,77.33058367
2014-01-17,76.85652616
2014-01-21,75.39394758
2014-01-22,76.7763823
2014-01-23,76.64038513
2014-01-24,77.20512022
2014-01-27,76.66007339
2014-01-28,70.90497216
2014-01-29,70.23598702
2014-01-30,70.03463724
2014-01-31,69.00470795
2014-02-03,70.04050186
2014-02-04,70.50025256
2014-02-05,70.599595
2014-02-06,71.50652865
2014-02-07,73.09834283
2014-02-10,72.71181988
2014-02-11,74.38994589
2014-02-12,75.2743945
2014-02-13,74.9602296
2014-02-14,76.05688873
2014-02-18,76.55140204
2014-02-19,76.37468597
2014-02-20,74.7279776
2014-02-21,74.69710728
2014-02-24,73.34314093
2014-02-25,74.21622457
2014-02-26,73.40762211
2014-02-27,72.50368071
2014-02-28,74.17817422
2014-03-03,73.38154805
2014-03-04,74.44635193
2014-03-05,74.43810354
2014-03-06,74.69600358
2014-03-07,74.46113283
2014-03-10,74.07111203
2014-03-11,75.07027178
2014-03-12,74.93559065
2014-03-13,75.35199472
2014-03-14,74.13480798
2014-03-17,73.98459392
2014-03-18,73.7289236
2014-03-19,74.62019501
2014-03-20,74.28682958
2014-03-21,74.57820913
2014-03-24,75.48205234
2014-03-25,75.92068662
2014-03-26,76.62498351
2014-03-27,75.70890299
2014-03-28,75.47469806
2014-03-31,75.5990936
2014-04-01,75.39461719
2014-04-02,76.03616773
2014-04-03,75.90452792
2014-04-04,75.68018051
2014-04-07,74.02790571
2014-04-08,73.62532898
2014-04-09,73.27327651
2014-04-10,74.39941392
2014-04-11,72.7644772
2014-04-14,73.1708442
2014-04-15,72.94387096
2014-04-16,72.62541762
2014-04-17,72.897474
2014-04-21,73.65263437
2014-04-22,74.06474967
2014-04-23,74.17426241
2014-04-24,79.66168695
2014-04-25,79.14119558
2014-04-28,80.30519282
2014-04-29,83.23767089
2014-04-30,83.08750733
2014-05-01,82.99289917
2014-05-02,83.04635189
2014-05-05,82.73311868
2014-05-06,84.3659999
2014-05-07,83.449361
2014-05-08,82.92665266
2014-05-09,82.40901903
2014-05-12,82.82714134
2014-05-13,83.46187012
2014-05-14,83.516998
2014-05-15,83.83894399
2014-05-16,82.98805242
2014-05-19,84.28974015
2014-05-20,85.22180467
2014-05-21,85.13035972
2014-05-22,85.51554663
2014-05-23,85.61005813
2014-05-27,86.82546553
2014-05-28,88.25336036
2014-05-29,88.51837168
2014-05-30,89.94207773
2014-06-02,89.37862849
2014-06-03,88.59990714
2014-06-04,89.8695301
2014-06-05,91.09787905
2014-06-06,91.62042691
2014-06-09,91.483127
2014-06-10,93.48368488
2014-06-11,92.89646175
2014-06-12,92.80705602
2014-06-13,90.98790535
2014-06-16,90.30905531
2014-06-17,91.09697763
2014-06-18,91.05881862
2014-06-19,91.07433595
2014-06-20,90.64769552
2014-06-23,90.12358031
2014-06-24,89.55380483
2014-06-25,89.02197543
2014-06-26,89.18693839
2014-06-27,89.62525984
2014-06-30,90.89089637
2014-07-01,92.29
2014-07-02,92.63486842
2014-07-03,92.43474742
2014-07-07,92.90402626
2014-07-08,95.00793917
2014-07-09,94.1893448
2014-07-10,92.52683502
2014-07-11,94.10816215
2014-07-14,94.59776879
2014-07-15,95.53059169
2014-07-16,95.69111732
2014-07-17,93.78457514
2014-07-18,92.39063645
2014-07-21,93.74625186
2014-07-22,93.44052365
2014-07-23,94.16331104
2014-07-24,95.75986808
2014-07-25,95.58074639
2014-07-28,96.53575439
2014-07-29,98.0275432
2014-07-30,97.14618849
2014-07-31,95.87943933
2014-08-01,93.65612192
2014-08-04,95.09971859
2014-08-05,94.10684609
2014-08-06,93.50276432
2014-08-07,94.14628493
2014-08-08,93.48395187
2014-08-11,94.48592562
2014-08-12,95.24942378
2014-08-13,95.3589675
2014-08-14,96.53139487
2014-08-15,97.09066136
2014-08-18,97.67554054
2014-08-19,98.58924699
2014-08-20,99.61107288
2014-08-21,99.74008252
2014-08-22,99.46843762
2014-08-25,100.9479319
2014-08-26,100.5856398
2014-08-27,100.1891295
2014-08-28,100.755422
2014-08-29,102.0170498
2014-09-02,102.2119748
2014-09-03,102.255943
2014-09-04,98.03397371
2014-09-05,97.99139133
2014-09-08,98.48225905
2014-09-09,98.2609899
2014-09-10,97.20457129
2014-09-11,99.58834664
2014-09-12,100.3737183
2014-09-15,101.960247
2014-09-16,98.97872298
2014-09-17,100.4325635
2014-09-18,101.0888447
2014-09-19,101.449066
2014-09-22,100.9639224
2014-09-23,99.77669525
2014-09-24,101.3166152
2014-09-25,99.67815061
2014-09-26,97.71828883
2014-09-29,97.84195885
2014-09-30,99.97950571
2014-10-01,99.75834241
2014-10-02,98.45517117
2014-10-03,98.62148163
2014-10-06,99.12728368
2014-10-07,98.61442228
2014-10-08,97.94679762
2014-10-09,100.7057276
2014-10-10,99.86032959
2014-10-13,100.4975123
2014-10-14,99.56654785
2014-10-15,97.16647324
2014-10-16,94.76582693
2014-10-17,96.70139244
2014-10-20,97.51183641
2014-10-21,102.1754914
2014-10-22,101.991238
2014-10-23,103.2261528
2014-10-24,104.3103307
2014-10-27,103.982152
2014-10-28,104.5310474
2014-10-29,105.7756568
2014-10-30,106.0801645
2014-10-31,107.1199176
2014-11-03,107.3297075
2014-11-04,108.4637716
2014-11-05,108.1980158
2014-11-06,108.1703956
2014-11-07,108.3210256
2014-11-10,108.5892493
2014-11-11,108.2739198
2014-11-12,108.947396
2014-11-13,111.363978
2014-11-14,112.7040594
2014-11-17,113.8188946
2014-11-18,113.4959626
2014-11-19,114.9869783
2014-11-20,114.4555369
2014-11-21,117.0458925
2014-11-24,116.3870522
2014-11-25,118.60425
2014-11-26,117.4741866
2014-11-28,118.7986564
2014-12-01,118.3453741
2014-12-02,113.054436
2014-12-03,115.2907142
2014-12-04,115.318909
2014-12-05,115.5361261
2014-12-08,113.6533452
2014-12-09,109.7554968
2014-12-10,113.9603314
2014-12-11,111.8174772
2014-12-12,110.0271393
